word,word_sen,word_sen_trans,trans,example
except,The office is open every day except Sundays.,办事处除星期天之外天天开门。,"prep.除…之外
v.除外
","1. The office is open every day except Sundays.
办事处除星期天之外天天开门。
2. High technology equipment would be excepted from any trade agreement.
任何贸易协定都不会把高科技设备包括在内。
"
privilege,He had no special privileges and was treated just like every other prisoner.,他不享受特权，待遇和任何其他犯人一样。,"n.特权,优惠,特许
v.给予优惠,给予特权
","1. He had no special privileges and was treated just like every other prisoner.
他不享受特权，待遇和任何其他犯人一样。
"
vacant,Only a few apartments were still vacant.,只有几套公寓仍然空着。,"adj.空的,未占用的;空缺的;神情茫然的；空缺的；神情茫然的
","1. Only a few apartments were still vacant.
只有几套公寓仍然空着。
2. The position of chairman has been vacant for some time.
主席的职位已经空缺一段时间了。
3. She had a kind of vacant look on her face.
在她脸上有一种茫然的表情。
"
account,Chomsky’s account of how children learn their first language,乔姆斯基关于儿童如何学习第一语言的描述,"n.叙述，说明；账目，账户
v.说明，解释
","1. Chomsky’s account of how children learn their first language
乔姆斯基关于儿童如何学习第一语言的描述
2. My salary is paid into my bank account
我的工资直接存入我的银行账户。
3. Can you account for your movements on that night?
你能说明一下你那天晚上的行踪吗？
"
clothes,What sort of clothes was he wearing?,他穿着什么样的衣服？,"n.衣服(虽为复数，亦不可数)
","1. What sort of clothes was he wearing?
他穿着什么样的衣服？
2. I showered and put on clean clothes.
我淋浴后穿上干净的衣服。
3. He was still in his work clothes.
他仍然穿着工作服。
4. a clothes shop
服装店
"
evidence,At present we have no evidence of life on other planets.,目前我们还没有其他行星上存在生命的证据。,"n.证据，证明；证据，证词
","1. At present we have no evidence of life on other planets.
目前我们还没有其他行星上存在生命的证据。
2. Murrow’s evidence was enough to convict Hayes of murder.
默罗的证词足以证明海斯犯了谋杀罪。
"
community,The new arts centre will serve the whole community.,这座新的艺术中心将为整个社区服务。,"n.社区；团体
","1. The new arts centre will serve the whole community.
这座新的艺术中心将为整个社区服务。
2. different ethnic communities
不同的少数民族团体
"
cloth,a dress of the finest silk cloth,最上乘的真丝面料做的连衣裙,"n.织物,衣料；(一块)布
","1. a dress of the finest silk cloth
最上乘的真丝面料做的连衣裙
2. She mopped her face with a wet cloth.
她用一块湿布擦脸。
"
eventually,He eventually escaped and made his way back to England.,他终于逃脱并返回英格兰。,"adv.终于,最后
","1. He eventually escaped and made his way back to England.
他终于逃脱并返回英格兰。
2. Eventually, she got a job and moved to London.
最终，她找到了工作并移居伦敦。
"
appal,The way we kill animals appals a lot of people.,我们屠杀动物的方式令许多人震惊。,"v.使惊骇，使恐怖
","1. The way we kill animals appals a lot of people.
我们屠杀动物的方式令许多人震惊。
2. The decision to execute the two men has appalled many politicians.
处死那两名男子的判决令许多从政者震惊。
"
classify,We’d classify Drabble’s novels under ‘Romance’.,我们把德拉布尔的小说归类为“言情小说”。,"v.分类；分等(级)
","1. We’d classify Drabble’s novels under ‘Romance’.
我们把德拉布尔的小说归类为“言情小说”。
2. Families are classified according to the father’s occupation.
各个家庭按父亲的职业分类。
"
division,the traditional division of labour (= the way that particular tasks are shared ) between husband and wife,夫妻之间传统的分工,"n.分,分割；除法；部门
","1. the traditional division of labour (= the way that particular tasks are shared ) between husband and wife
夫妻之间传统的分工
2. the division sign (÷)
除号
3. the Computer Services Division
电脑维修部
"
mankind,"Since earliest times, mankind has been fascinated by fire.",人类自远古以来就对火很感兴趣。,"n.人类
","1. Since earliest times, mankind has been fascinated by fire.
人类自远古以来就对火很感兴趣。
2. one of the most important events in the history of mankind
人类历史上最重要的事件之一
"
solitary,the solitary goal of the match,这场比赛的唯一入球,"adj.单一的，唯一的；单独的，无伴的；喜欢独处的，不喜与人接触的
","1. the solitary goal of the match
这场比赛的唯一入球
2. a long, solitary walk
独自一人的长距离散步
3. Pandas are solitary creatures.
熊猫是喜欢独处的动物。
"
method,traditional teaching methods,传统的教学法,"n.方法,办法
","1. traditional teaching methods
传统的教学法
2. I think we should try again using a different method.
我想我们应该用不同的方法再试一次。
3. effective methods for the storage and retrieval of information
信息存储和检索的有效方法
"
anniversary,Jack and Kim celebrated their twentieth wedding anniversary in January.,1月，杰克和金庆祝了他们的结婚20周年纪念日。,"n.周年，周年纪念日
","1. Jack and Kim celebrated their twentieth wedding anniversary in January.
1月，杰克和金庆祝了他们的结婚20周年纪念日。
"
occur,A third of accidental deaths occur in the home.,有三分之一的意外死亡发生在家里。,"v.发生；出现
","1. A third of accidental deaths occur in the home.
有三分之一的意外死亡发生在家里。
2. These snails do not occur on low-lying coral islands.
这些蜗牛不会出现在低洼的珊瑚岛上。
"
support,The middle part of the bridge is supported by two huge towers,桥的中部由两个巨型桥塔支撑,"v.支撑；支持；赡养；维持
n.支持；拥护；赞同
","1. The middle part of the bridge is supported by two huge towers
桥的中部由两个巨型桥塔支撑
2. We strongly support the peace process.
我们大力拥护和平进程。
3. I have a wife and two children to support .
我要养活妻子和两个孩子。
4. This land can’t support many cattle.
这块土地养不了很多牛。
5. Local people have given us a lot of support in our campaign.
当地人对我们的活动给予了大力支持。
"
expense,"He borrowed £150,000 and used the money for legal expenses.",他借了15万英镑用于支付律师费。,"n.花费,消费,消耗
","1. He borrowed £150,000 and used the money for legal expenses.
他借了15万英镑用于支付律师费。
2. Conference rooms were equipped at great expense.
装备会议室花费巨大。
"
approximate,What is the approximate number of students in each class?,每个班大致有多少学生？,"adj.近似的
v.(to)接近
","1. What is the approximate number of students in each class?
每个班大致有多少学生？
2. This figure approximates to a quarter of the UK’s annual consumption.
这个数字接近英国年消耗量的四分之一。
"
beneficial,a drug that has a beneficial effect on the immune system,有益于免疫系统的一种药物,"adj.(to)有利的,有益的
","1. a drug that has a beneficial effect on the immune system
有益于免疫系统的一种药物
2. an arrangement that is mutually beneficial
一项互惠互利的协定
"
disgrace,Smith faced total public disgrace after the incident.,事情发生之后，史密斯声名狼藉。,"n.丢脸，耻辱
v.使失宠;玷辱,使蒙羞
","1. Smith faced total public disgrace after the incident.
事情发生之后，史密斯声名狼藉。
2. His actions brought disgrace on the family.
他的行为让家人蒙羞。
3. How could you disgrace us all like that?
你怎么能这样丢我们大家的脸呢？
"
vocation,a strong sense of vocation,强烈的使命感,"n.职业;召唤;天命;天职;才能
","1. a strong sense of vocation
强烈的使命感
2. Her vocation is her work as an actress.
她适合的职业就是当演员。
"
certainly,I certainly never expected to become a writer.,我当然从未期望自己成为一名作家。,"adv.一定,必定,无疑；当然,行
","1. I certainly never expected to become a writer.
我当然从未期望自己成为一名作家。
2. They’re certainly not mine.
这些东西肯定不是我的。
3. The girl was almost certainly murdered.
几乎可以肯定，这个女孩是被人谋杀的。
4. ‘Can I come along?’ ‘Certainly.’
“我可以一起去吗？”“当然可以。”
"
